,surface,tourney_level,second_id,second_hand,second_ht,second_age,first_id,first_hand,first_ht,first_age,best_of,round,second_rank,second_rank_points,first_rank,first_rank_points,tourney_year,label
100311,3.0,2.0,126203.0,1.0,193.0,25.0,200000.0,1.0,193.0,22.2,3.0,8.0,9.0,2955.0,6.0,3995.0,2022.0,0.0
125996,2.0,0.0,105138.0,1.0,183.0,28.1,105023.0,1.0,198.0,28.6,3.0,6.0,16.0,2150.0,32.0,1180.0,2016.0,0.0
121172,2.0,0.0,126203.0,1.0,193.0,24.6,200282.0,1.0,183.0,23.3,3.0,9.0,14.0,2920.0,24.0,1633.0,2022.0,0.0
58172,2.0,0.0,132283.0,1.0,191.0,27.1,200282.0,1.0,183.0,23.3,3.0,5.0,32.0,1215.0,24.0,1633.0,2022.0,1.0
62859,3.0,4.0,111575.0,1.0,198.0,24.2,105138.0,1.0,183.0,32.3,3.0,5.0,16.0,2120.0,12.0,2360.0,2020.0,1.0
79590,3.0,4.0,104918.0,1.0,190.0,28.4,105676.0,1.0,180.0,24.9,3.0,5.0,3.0,8070.0,16.0,1760.0,2015.0,0.0
87976,3.0,0.0,103852.0,0.0,188.0,34.0,103970.0,1.0,175.0,33.4,3.0,2.0,17.0,1935.0,8.0,3695.0,2015.0,1.0
197750,3.0,3.0,104926.0,1.0,178.0,26.6,104925.0,1.0,188.0,26.6,5.0,5.0,16.0,1930.0,2.0,12260.0,2014.0,1.0
34037,1.0,4.0,104468.0,1.0,183.0,28.3,103819.0,1.0,185.0,31.7,3.0,5.0,17.0,1940.0,3.0,7760.0,2013.0,1.0
16697,3.0,2.0,106233.0,1.0,185.0,26.1,103819.0,1.0,185.0,38.2,3.0,8.0,5.0,5025.0,3.0,6190.0,2019.0,0.0
80861,2.0,3.0,103990.0,1.0,180.0,32.1,103819.0,1.0,185.0,32.8,5.0,5.0,22.0,1630.0,4.0,4945.0,2014.0,1.0
194157,3.0,4.0,106233.0,1.0,185.0,26.1,105683.0,1.0,196.0,28.8,3.0,6.0,5.0,5495.0,32.0,1350.0,2019.0,0.0
149684,1.0,0.0,105453.0,1.0,178.0,29.3,106421.0,1.0,198.0,23.1,3.0,9.0,7.0,3690.0,14.0,2505.0,2019.0,1.0
190337,1.0,3.0,105777.0,1.0,188.0,26.0,105807.0,1.0,188.0,25.8,5.0,6.0,13.0,2900.0,21.0,2045.0,2017.0,1.0
72594,3.0,0.0,103970.0,1.0,175.0,34.7,106071.0,1.0,193.0,24.1,3.0,6.0,21.0,1785.0,26.0,1465.0,2017.0,0.0
142518,3.0,3.0,126774.0,1.0,193.0,23.4,106421.0,1.0,198.0,25.9,5.0,9.0,4.0,6540.0,2.0,8935.0,2022.0,1.0
62241,2.0,0.0,200282.0,1.0,183.0,23.3,132283.0,1.0,191.0,27.1,3.0,5.0,24.0,1633.0,32.0,1215.0,2022.0,0.0
5901,3.0,4.0,200282.0,1.0,183.0,23.0,126203.0,1.0,193.0,24.3,3.0,5.0,31.0,1451.0,20.0,2010.0,2022.0,1.0
35788,1.0,4.0,104468.0,1.0,183.0,28.3,104022.0,1.0,183.0,30.8,3.0,6.0,17.0,1940.0,30.0,1265.0,2013.0,0.0
102502,1.0,0.0,202103.0,1.0,185.0,23.9,126094.0,1.0,188.0,24.7,3.0,5.0,30.0,1302.0,8.0,3540.0,2022.0,0.0
116493,3.0,0.0,105453.0,1.0,178.0,23.7,103781.0,0.0,183.0,32.3,3.0,6.0,13.0,2250.0,26.0,1425.0,2013.0,0.0
89860,1.0,4.0,104745.0,0.0,185.0,26.8,104259.0,1.0,178.0,29.4,3.0,5.0,5.0,6385.0,21.0,1670.0,2013.0,0.0
96834,3.0,0.0,105683.0,1.0,196.0,24.7,104678.0,1.0,193.0,29.6,3.0,6.0,9.0,2740.0,24.0,1494.0,2015.0,1.0
200570,3.0,0.0,105453.0,1.0,178.0,27.0,104527.0,1.0,183.0,31.7,3.0,9.0,5.0,4905.0,4.0,5315.0,2017.0,0.0
111896,1.0,4.0,105668.0,1.0,203.0,23.4,104259.0,1.0,178.0,30.5,3.0,7.0,22.0,1680.0,29.0,1280.0,2014.0,1.0
2010,3.0,0.0,104925.0,1.0,188.0,35.3,200000.0,1.0,193.0,22.1,3.0,8.0,7.0,3570.0,13.0,2950.0,2022.0,1.0
39604,3.0,4.0,104926.0,1.0,178.0,31.8,105138.0,1.0,183.0,30.9,3.0,6.0,17.0,1885.0,25.0,1510.0,2019.0,1.0
142680,2.0,0.0,106298.0,1.0,185.0,22.3,105453.0,1.0,178.0,26.4,3.0,6.0,29.0,1311.0,6.0,4290.0,2016.0,1.0
152747,1.0,4.0,103333.0,1.0,208.0,38.1,105138.0,1.0,183.0,29.0,3.0,7.0,22.0,1830.0,21.0,2145.0,2017.0,0.0
129375,1.0,3.0,104918.0,1.0,190.0,30.0,104527.0,1.0,183.0,32.1,5.0,9.0,1.0,10370.0,3.0,5695.0,2017.0,1.0
111927,3.0,4.0,105453.0,1.0,178.0,27.2,104269.0,0.0,188.0,33.3,3.0,6.0,4.0,4730.0,30.0,1325.0,2017.0,0.0
157037,1.0,4.0,105227.0,1.0,198.0,33.5,126203.0,1.0,193.0,24.4,3.0,6.0,22.0,1740.0,13.0,2875.0,2022.0,1.0
174242,3.0,3.0,104918.0,1.0,190.0,29.6,105023.0,1.0,198.0,29.2,5.0,6.0,1.0,12560.0,32.0,1355.0,2017.0,0.0
110606,3.0,3.0,104925.0,1.0,188.0,25.6,103970.0,1.0,175.0,30.7,5.0,9.0,1.0,12920.0,5.0,6505.0,2013.0,0.0
96774,3.0,0.0,104925.0,1.0,188.0,32.3,105676.0,1.0,180.0,28.8,3.0,9.0,1.0,9865.0,15.0,2055.0,2019.0,0.0
87933,3.0,4.0,106421.0,1.0,198.0,23.6,126774.0,1.0,193.0,21.1,3.0,9.0,4.0,4965.0,7.0,3630.0,2019.0,0.0
109004,3.0,0.0,105138.0,1.0,183.0,27.7,106058.0,1.0,185.0,23.2,3.0,2.0,25.0,1480.0,26.0,1465.0,2016.0,0.0
50765,3.0,0.0,104545.0,1.0,206.0,30.2,105453.0,1.0,178.0,25.5,3.0,2.0,18.0,1890.0,5.0,5525.0,2015.0,1.0
63097,3.0,4.0,105227.0,1.0,198.0,24.4,105683.0,1.0,196.0,22.1,3.0,6.0,12.0,2535.0,17.0,2050.0,2013.0,1.0
19134,3.0,0.0,104731.0,1.0,203.0,27.7,105777.0,1.0,188.0,22.7,3.0,2.0,21.0,1685.0,22.0,1675.0,2014.0,1.0
132209,3.0,0.0,105227.0,1.0,198.0,28.0,105453.0,1.0,178.0,26.8,3.0,2.0,12.0,2690.0,5.0,4650.0,2016.0,0.0
172268,1.0,4.0,104792.0,1.0,193.0,30.6,104468.0,1.0,183.0,32.3,3.0,7.0,16.0,2365.0,32.0,1165.0,2017.0,1.0
143648,3.0,0.0,104312.0,1.0,190.0,31.6,105676.0,1.0,180.0,24.8,3.0,6.0,27.0,1405.0,17.0,1715.0,2015.0,1.0
71985,3.0,0.0,105227.0,1.0,198.0,31.0,105676.0,1.0,180.0,28.8,3.0,6.0,23.0,1545.0,13.0,2280.0,2019.0,1.0
174577,3.0,0.0,103852.0,0.0,188.0,34.8,103333.0,1.0,208.0,37.4,3.0,2.0,18.0,1835.0,24.0,1490.0,2016.0,1.0
12395,3.0,4.0,106421.0,1.0,198.0,25.5,126094.0,1.0,188.0,23.8,3.0,9.0,2.0,10620.0,7.0,6005.0,2021.0,1.0
29464,3.0,4.0,106421.0,1.0,198.0,26.7,200282.0,1.0,183.0,23.7,3.0,6.0,3.0,5655.0,25.0,1710.0,2022.0,1.0
14788,1.0,3.0,134770.0,1.0,183.0,23.4,128034.0,1.0,196.0,25.2,5.0,5.0,8.0,3940.0,13.0,3095.0,2022.0,0.0
191933,1.0,4.0,105238.0,1.0,180.0,25.4,105208.0,1.0,190.0,25.6,3.0,7.0,22.0,1690.0,23.0,1655.0,2014.0,0.0
163317,3.0,3.0,105453.0,1.0,178.0,24.6,104527.0,1.0,183.0,29.4,5.0,3.0,11.0,2680.0,4.0,5985.0,2014.0,0.0
141506,1.0,0.0,104527.0,1.0,183.0,28.3,103852.0,0.0,188.0,31.8,3.0,3.0,10.0,2915.0,29.0,1325.0,2013.0,1.0
140120,1.0,3.0,105449.0,1.0,188.0,27.4,106233.0,1.0,185.0,23.7,5.0,6.0,26.0,1565.0,7.0,4145.0,2017.0,1.0
106632,3.0,4.0,105676.0,1.0,180.0,25.8,104918.0,1.0,190.0,29.4,3.0,3.0,12.0,2645.0,2.0,9845.0,2016.0,1.0
99368,3.0,0.0,105138.0,1.0,183.0,32.8,200282.0,1.0,183.0,21.9,3.0,8.0,13.0,2710.0,23.0,2065.0,2021.0,0.0
125052,3.0,3.0,126610.0,1.0,196.0,24.8,111575.0,1.0,198.0,24.7,5.0,6.0,10.0,3345.0,20.0,2290.0,2021.0,0.0
80124,3.0,4.0,111202.0,1.0,188.0,22.3,106065.0,1.0,185.0,26.0,3.0,6.0,26.0,1630.0,21.0,1768.0,2018.0,1.0
35194,3.0,3.0,104527.0,1.0,183.0,31.8,105449.0,1.0,188.0,27.0,5.0,7.0,4.0,5155.0,30.0,1390.0,2017.0,0.0
136244,3.0,2.0,105227.0,1.0,198.0,26.1,104527.0,1.0,183.0,29.6,3.0,8.0,9.0,4150.0,4.0,4895.0,2014.0,1.0
117174,1.0,4.0,100644.0,1.0,198.0,21.0,104745.0,0.0,185.0,31.9,3.0,2.0,3.0,6015.0,2.0,7950.0,2018.0,1.0
86103,1.0,0.0,126774.0,1.0,193.0,22.6,200282.0,1.0,183.0,22.1,3.0,5.0,5.0,7860.0,25.0,2235.0,2021.0,0.0
65994,3.0,4.0,124187.0,1.0,211.0,24.1,111815.0,0.0,188.0,26.1,3.0,6.0,25.0,1891.0,13.0,2900.0,2021.0,1.0
22365,1.0,0.0,105683.0,1.0,196.0,26.3,105227.0,1.0,198.0,28.5,3.0,2.0,6.0,4165.0,8.0,3565.0,2017.0,1.0
26823,3.0,0.0,104731.0,1.0,203.0,31.7,111202.0,1.0,188.0,21.7,3.0,3.0,8.0,2825.0,29.0,1497.0,2018.0,0.0
109529,3.0,3.0,104745.0,0.0,185.0,27.2,104755.0,1.0,185.0,27.1,5.0,9.0,2.0,8860.0,9.0,2625.0,2013.0,0.0
102617,3.0,0.0,106421.0,1.0,198.0,26.6,133430.0,0.0,185.0,23.5,3.0,2.0,4.0,5155.0,19.0,1925.0,2022.0,0.0
157000,3.0,0.0,104745.0,0.0,185.0,28.3,104755.0,1.0,185.0,28.2,3.0,6.0,2.0,8665.0,22.0,1745.0,2014.0,0.0
112450,1.0,4.0,104542.0,1.0,188.0,27.9,104745.0,0.0,185.0,26.8,3.0,9.0,8.0,3695.0,5.0,6385.0,2013.0,1.0
204072,3.0,0.0,104731.0,1.0,203.0,28.7,105453.0,1.0,178.0,25.1,3.0,9.0,15.0,2125.0,5.0,5205.0,2015.0,1.0
56599,3.0,4.0,106401.0,1.0,193.0,21.8,104925.0,1.0,188.0,29.7,3.0,5.0,16.0,2255.0,2.0,9825.0,2017.0,0.0
117022,3.0,0.0,105453.0,1.0,178.0,25.0,105683.0,1.0,196.0,24.0,3.0,9.0,5.0,5025.0,8.0,4440.0,2015.0,1.0
115053,3.0,0.0,105227.0,1.0,198.0,26.8,105453.0,1.0,178.0,25.5,3.0,9.0,8.0,3495.0,5.0,5525.0,2015.0,1.0
96,3.0,4.0,104468.0,1.0,183.0,33.8,106233.0,1.0,185.0,25.1,3.0,6.0,31.0,1335.0,8.0,3825.0,2018.0,1.0
56103,3.0,0.0,104745.0,0.0,185.0,31.2,104545.0,1.0,206.0,32.3,3.0,8.0,1.0,9465.0,17.0,2425.0,2017.0,1.0
198260,1.0,3.0,105453.0,1.0,178.0,23.4,105332.0,1.0,196.0,24.0,5.0,6.0,15.0,2315.0,26.0,1405.0,2013.0,0.0
83123,3.0,4.0,104731.0,1.0,203.0,29.4,106233.0,1.0,185.0,22.1,3.0,6.0,12.0,2475.0,19.0,1600.0,2015.0,0.0
76843,1.0,0.0,104792.0,1.0,193.0,27.6,105777.0,1.0,188.0,22.9,3.0,9.0,24.0,1580.0,16.0,2040.0,2014.0,1.0
60087,3.0,4.0,104607.0,1.0,196.0,27.4,104252.0,1.0,190.0,29.4,3.0,6.0,6.0,4740.0,27.0,1240.0,2013.0,0.0
168882,3.0,0.0,105777.0,1.0,188.0,24.4,104607.0,1.0,196.0,30.0,3.0,3.0,26.0,1405.0,5.0,4840.0,2015.0,1.0
23085,1.0,4.0,105683.0,1.0,196.0,25.3,105238.0,1.0,180.0,27.4,3.0,6.0,10.0,2740.0,29.0,1330.0,2016.0,0.0
24705,3.0,4.0,103852.0,0.0,188.0,34.1,104678.0,1.0,193.0,29.7,3.0,6.0,17.0,1725.0,27.0,1442.0,2015.0,1.0
39246,2.0,3.0,104312.0,1.0,190.0,31.3,104918.0,1.0,190.0,28.1,5.0,6.0,27.0,1280.0,3.0,7450.0,2015.0,1.0
41685,3.0,4.0,105223.0,1.0,198.0,29.0,100644.0,1.0,198.0,20.4,3.0,5.0,23.0,1865.0,4.0,4400.0,2017.0,0.0
73309,3.0,4.0,106071.0,1.0,193.0,22.4,104607.0,1.0,196.0,29.5,3.0,6.0,29.0,1330.0,9.0,4510.0,2015.0,1.0
21880,1.0,4.0,104925.0,1.0,188.0,30.9,104745.0,0.0,185.0,31.9,3.0,9.0,18.0,1905.0,2.0,7950.0,2018.0,1.0
164188,3.0,0.0,104527.0,1.0,183.0,30.5,105332.0,1.0,196.0,26.4,3.0,2.0,4.0,6005.0,32.0,1187.0,2015.0,0.0
9078,3.0,0.0,144750.0,1.0,193.0,24.6,134770.0,1.0,183.0,22.8,3.0,6.0,31.0,1658.0,8.0,3615.0,2021.0,1.0
109830,1.0,0.0,104918.0,1.0,190.0,27.9,105138.0,1.0,183.0,27.0,3.0,9.0,3.0,6060.0,16.0,1985.0,2015.0,0.0
126768,3.0,3.0,104925.0,1.0,188.0,28.2,103819.0,1.0,185.0,34.0,5.0,2.0,1.0,14865.0,2.0,9065.0,2015.0,0.0
29421,3.0,0.0,200000.0,1.0,193.0,22.1,104925.0,1.0,188.0,35.3,3.0,8.0,13.0,2950.0,7.0,3570.0,2022.0,0.0
97393,3.0,0.0,106043.0,1.0,170.0,26.1,106378.0,1.0,188.0,23.7,3.0,6.0,17.0,1880.0,14.0,2330.0,2018.0,1.0
60895,3.0,4.0,104527.0,1.0,183.0,28.5,104925.0,1.0,188.0,26.4,3.0,3.0,8.0,3240.0,2.0,11120.0,2013.0,1.0
78400,3.0,4.0,104545.0,1.0,206.0,32.5,105223.0,1.0,198.0,29.1,3.0,3.0,14.0,2505.0,17.0,2435.0,2017.0,0.0
133076,1.0,3.0,106233.0,1.0,185.0,24.7,100644.0,1.0,198.0,21.1,5.0,3.0,8.0,3355.0,3.0,5615.0,2018.0,0.0
105947,3.0,0.0,105173.0,0.0,183.0,29.2,105676.0,1.0,180.0,26.8,3.0,2.0,31.0,1335.0,11.0,2855.0,2017.0,1.0
112587,1.0,4.0,105777.0,1.0,188.0,27.9,104745.0,0.0,185.0,32.8,3.0,5.0,28.0,1300.0,2.0,8725.0,2019.0,1.0
45151,1.0,0.0,103990.0,1.0,180.0,32.2,105227.0,1.0,198.0,25.8,3.0,9.0,18.0,1745.0,22.0,1665.0,2014.0,0.0
41365,1.0,3.0,105777.0,1.0,188.0,29.3,126774.0,1.0,193.0,22.1,5.0,5.0,20.0,2055.0,6.0,5385.0,2020.0,1.0
35020,3.0,3.0,126610.0,1.0,196.0,25.7,104745.0,0.0,185.0,35.6,5.0,9.0,7.0,4568.0,5.0,4875.0,2022.0,1.0
135700,2.0,3.0,103819.0,1.0,185.0,37.8,126610.0,1.0,196.0,23.2,5.0,5.0,3.0,6620.0,20.0,1665.0,2019.0,0.0
96263,3.0,0.0,103970.0,1.0,175.0,33.5,104925.0,1.0,188.0,28.3,3.0,9.0,7.0,3945.0,1.0,15645.0,2015.0,1.0
178871,1.0,0.0,105311.0,1.0,185.0,27.1,104731.0,1.0,203.0,29.9,3.0,3.0,28.0,1335.0,20.0,1795.0,2016.0,0.0
77005,3.0,3.0,104607.0,1.0,196.0,27.3,104925.0,1.0,188.0,25.6,5.0,3.0,6.0,4680.0,1.0,12920.0,2013.0,1.0
162133,3.0,2.0,104918.0,1.0,190.0,29.5,105227.0,1.0,198.0,28.1,3.0,8.0,1.0,11185.0,7.0,3450.0,2016.0,0.0
25305,3.0,3.0,104925.0,1.0,188.0,27.6,104918.0,1.0,190.0,27.6,5.0,2.0,1.0,11405.0,6.0,4675.0,2015.0,0.0
156861,3.0,4.0,103852.0,0.0,188.0,36.4,106058.0,1.0,185.0,25.4,3.0,6.0,32.0,1340.0,10.0,2650.0,2018.0,0.0
170352,3.0,4.0,105223.0,1.0,198.0,24.4,104745.0,0.0,185.0,26.7,3.0,2.0,7.0,4410.0,5.0,6105.0,2013.0,1.0
122280,3.0,4.0,105453.0,1.0,178.0,26.8,104678.0,1.0,193.0,30.7,3.0,6.0,4.0,4905.0,28.0,1430.0,2016.0,0.0
205425,1.0,3.0,104745.0,0.0,185.0,34.3,104925.0,1.0,188.0,33.3,5.0,2.0,2.0,9850.0,1.0,11260.0,2020.0,0.0
116202,1.0,0.0,104745.0,0.0,185.0,27.8,104597.0,1.0,183.0,28.6,3.0,3.0,1.0,13310.0,20.0,1750.0,2014.0,1.0
123937,3.0,3.0,105683.0,1.0,196.0,26.0,104745.0,0.0,185.0,30.6,5.0,3.0,3.0,5290.0,9.0,3195.0,2017.0,1.0
205861,3.0,0.0,105683.0,1.0,196.0,24.7,103990.0,1.0,180.0,33.3,3.0,3.0,9.0,2790.0,27.0,1315.0,2015.0,0.0
181775,3.0,3.0,104259.0,1.0,178.0,29.8,104745.0,0.0,185.0,27.2,5.0,5.0,25.0,1445.0,2.0,8860.0,2013.0,1.0
16792,3.0,0.0,103819.0,1.0,185.0,33.5,104269.0,0.0,188.0,31.2,3.0,5.0,2.0,9205.0,31.0,1225.0,2015.0,0.0
21755,3.0,4.0,111575.0,1.0,198.0,25.2,200000.0,1.0,193.0,21.0,3.0,6.0,30.0,2055.0,17.0,2693.0,2021.0,1.0
192164,1.0,4.0,104925.0,1.0,188.0,30.9,106378.0,1.0,188.0,23.3,3.0,6.0,12.0,2220.0,22.0,1757.0,2018.0,1.0
151550,3.0,4.0,105683.0,1.0,196.0,24.2,104545.0,1.0,206.0,29.9,3.0,5.0,6.0,5160.0,24.0,1450.0,2015.0,1.0
7665,3.0,2.0,105223.0,1.0,198.0,25.1,104925.0,1.0,188.0,26.4,3.0,8.0,5.0,5055.0,2.0,10610.0,2013.0,1.0
163782,3.0,4.0,104755.0,1.0,185.0,29.1,105227.0,1.0,198.0,26.8,3.0,5.0,13.0,2105.0,9.0,3505.0,2015.0,0.0
88002,3.0,4.0,105453.0,1.0,178.0,26.2,105138.0,1.0,183.0,27.9,3.0,5.0,6.0,4070.0,18.0,1935.0,2016.0,0.0
42586,3.0,3.0,104527.0,1.0,183.0,28.7,104925.0,1.0,188.0,26.6,5.0,3.0,8.0,3890.0,2.0,12260.0,2014.0,0.0
544,3.0,4.0,104527.0,1.0,183.0,28.5,104731.0,1.0,203.0,27.3,3.0,6.0,8.0,3150.0,20.0,1775.0,2013.0,0.0
28558,3.0,4.0,105077.0,0.0,188.0,28.7,104542.0,1.0,188.0,31.5,3.0,6.0,26.0,1435.0,13.0,2460.0,2016.0,1.0
121623,3.0,4.0,105223.0,1.0,198.0,28.8,104607.0,1.0,196.0,31.9,3.0,7.0,30.0,1370.0,15.0,2390.0,2017.0,0.0
197691,2.0,3.0,104925.0,1.0,188.0,27.0,105777.0,1.0,188.0,23.1,5.0,9.0,2.0,12330.0,13.0,2595.0,2014.0,0.0
131630,3.0,3.0,104542.0,1.0,188.0,30.7,105453.0,1.0,178.0,26.0,5.0,5.0,10.0,2725.0,7.0,4235.0,2016.0,1.0
23162,3.0,1.0,106421.0,1.0,198.0,25.7,105227.0,1.0,198.0,33.1,3.0,8.0,2.0,8640.0,30.0,1710.0,2021.0,0.0
70845,3.0,4.0,126207.0,1.0,188.0,24.7,200000.0,1.0,193.0,22.2,3.0,3.0,21.0,1920.0,8.0,3725.0,2022.0,1.0
3123,3.0,4.0,104925.0,1.0,188.0,28.7,104745.0,0.0,185.0,29.7,3.0,9.0,1.0,16540.0,5.0,4810.0,2016.0,0.0
36574,1.0,0.0,104180.0,0.0,193.0,33.9,105807.0,1.0,188.0,25.8,3.0,2.0,28.0,1425.0,21.0,1965.0,2017.0,1.0
86626,3.0,1.0,133430.0,0.0,185.0,20.5,126610.0,1.0,196.0,23.6,3.0,8.0,15.0,2050.0,8.0,2870.0,2019.0,0.0
85154,3.0,0.0,104542.0,1.0,188.0,30.4,104468.0,1.0,183.0,30.7,3.0,2.0,17.0,1740.0,10.0,2560.0,2015.0,0.0
123340,1.0,0.0,106234.0,1.0,185.0,27.6,104925.0,1.0,188.0,33.9,3.0,9.0,28.0,1946.0,1.0,11873.0,2021.0,0.0
38790,1.0,0.0,105023.0,1.0,198.0,29.6,104527.0,1.0,183.0,32.1,3.0,3.0,28.0,1470.0,3.0,5445.0,2017.0,1.0
189767,3.0,4.0,105777.0,1.0,188.0,21.8,104925.0,1.0,188.0,25.7,3.0,6.0,31.0,1137.0,1.0,13280.0,2013.0,1.0
171070,3.0,4.0,100644.0,1.0,198.0,19.4,105227.0,1.0,198.0,28.0,3.0,6.0,21.0,1700.0,11.0,2975.0,2016.0,0.0
67097,3.0,0.0,200000.0,1.0,193.0,21.2,111815.0,0.0,188.0,26.1,3.0,5.0,12.0,3196.0,14.0,2895.0,2021.0,0.0
170759,3.0,0.0,111815.0,0.0,188.0,27.0,126203.0,1.0,193.0,24.8,3.0,8.0,8.0,3550.0,12.0,3055.0,2022.0,1.0
146951,3.0,4.0,105683.0,1.0,196.0,25.8,104655.0,1.0,180.0,30.8,3.0,5.0,5.0,4690.0,22.0,1700.0,2016.0,0.0
203293,1.0,3.0,105227.0,1.0,198.0,29.6,104926.0,1.0,178.0,31.0,5.0,5.0,4.0,4950.0,18.0,1940.0,2018.0,0.0
123255,3.0,0.0,106401.0,1.0,193.0,23.3,103819.0,1.0,185.0,37.1,3.0,8.0,27.0,1425.0,2.0,6900.0,2018.0,1.0
36547,3.0,4.0,133430.0,0.0,185.0,19.8,105227.0,1.0,198.0,30.4,3.0,6.0,25.0,1485.0,11.0,3095.0,2019.0,0.0
145037,2.0,3.0,103819.0,1.0,185.0,37.8,104925.0,1.0,188.0,32.1,5.0,2.0,3.0,6620.0,1.0,12415.0,2019.0,1.0
147528,3.0,2.0,103819.0,1.0,185.0,33.2,105683.0,1.0,196.0,23.8,3.0,8.0,2.0,8700.0,8.0,4440.0,2014.0,0.0
107917,3.0,4.0,106234.0,1.0,185.0,28.0,133430.0,0.0,185.0,22.4,3.0,6.0,24.0,2085.0,13.0,3265.0,2021.0,0.0
199440,1.0,1.0,106298.0,1.0,185.0,24.1,104926.0,1.0,178.0,30.8,5.0,8.0,11.0,2410.0,20.0,1840.0,2018.0,0.0
120721,1.0,4.0,104022.0,1.0,183.0,30.8,104925.0,1.0,188.0,25.9,3.0,6.0,27.0,1220.0,1.0,12500.0,2013.0,1.0
198970,1.0,4.0,104527.0,1.0,183.0,29.0,103970.0,1.0,175.0,32.0,3.0,9.0,3.0,5760.0,6.0,4640.0,2014.0,0.0
80254,2.0,3.0,105676.0,1.0,180.0,25.5,105683.0,1.0,196.0,25.5,5.0,5.0,11.0,2780.0,7.0,3175.0,2016.0,1.0
182278,3.0,3.0,104925.0,1.0,188.0,33.2,105807.0,1.0,188.0,29.1,5.0,5.0,1.0,10860.0,27.0,1500.0,2020.0,1.0
118096,3.0,4.0,104607.0,1.0,196.0,28.0,103852.0,0.0,188.0,32.0,3.0,6.0,6.0,4610.0,30.0,1320.0,2013.0,0.0
13620,3.0,4.0,105138.0,1.0,183.0,26.4,105238.0,1.0,180.0,25.9,3.0,7.0,18.0,1865.0,24.0,1490.0,2014.0,0.0
51225,3.0,0.0,126774.0,1.0,193.0,23.3,105932.0,1.0,185.0,29.8,3.0,8.0,4.0,6540.0,22.0,2101.0,2022.0,0.0
185214,1.0,0.0,104259.0,1.0,178.0,31.5,105676.0,1.0,180.0,24.3,3.0,3.0,26.0,1395.0,21.0,1705.0,2015.0,0.0
154509,3.0,4.0,104925.0,1.0,188.0,28.3,104918.0,1.0,190.0,28.4,3.0,9.0,1.0,15785.0,2.0,8640.0,2015.0,0.0
192140,3.0,0.0,104745.0,0.0,185.0,30.1,104468.0,1.0,183.0,31.6,3.0,5.0,5.0,4940.0,31.0,1385.0,2016.0,0.0
1648,3.0,4.0,207989.0,1.0,185.0,18.8,104792.0,1.0,193.0,35.5,3.0,5.0,19.0,2056.0,28.0,1633.0,2022.0,0.0
122397,1.0,4.0,104745.0,0.0,185.0,34.2,106043.0,1.0,170.0,28.0,3.0,3.0,2.0,9850.0,15.0,2265.0,2020.0,1.0
64957,3.0,0.0,126774.0,1.0,193.0,22.4,105138.0,1.0,183.0,32.8,3.0,8.0,6.0,5940.0,13.0,2710.0,2021.0,0.0
103615,3.0,4.0,103333.0,1.0,208.0,35.6,104607.0,1.0,196.0,29.0,3.0,5.0,31.0,1195.0,7.0,4235.0,2014.0,1.0
11587,1.0,4.0,105138.0,1.0,183.0,33.0,106426.0,1.0,185.0,24.9,3.0,6.0,11.0,3170.0,22.0,2350.0,2021.0,0.0
87596,3.0,4.0,104386.0,1.0,180.0,29.1,105023.0,1.0,198.0,25.8,3.0,7.0,20.0,1650.0,28.0,1345.0,2013.0,0.0
133215,3.0,2.0,103970.0,1.0,175.0,33.6,104527.0,1.0,183.0,30.6,3.0,8.0,7.0,4305.0,4.0,6500.0,2015.0,1.0
167699,1.0,4.0,106432.0,1.0,188.0,22.4,104926.0,1.0,178.0,31.8,3.0,3.0,13.0,2345.0,18.0,1885.0,2019.0,1.0
152622,3.0,3.0,105807.0,1.0,188.0,26.1,104731.0,1.0,203.0,31.2,5.0,9.0,19.0,2225.0,32.0,1360.0,2017.0,1.0
185477,3.0,0.0,104545.0,1.0,206.0,34.2,105332.0,1.0,196.0,30.2,3.0,5.0,15.0,2040.0,30.0,1368.0,2019.0,1.0
149813,3.0,3.0,104745.0,0.0,185.0,33.2,106043.0,1.0,170.0,27.0,5.0,3.0,2.0,7945.0,21.0,1725.0,2019.0,0.0
154927,2.0,0.0,105807.0,1.0,188.0,30.9,208029.0,1.0,185.0,19.1,3.0,6.0,19.0,1965.0,28.0,1429.0,2022.0,0.0
56256,3.0,4.0,103970.0,1.0,175.0,32.3,103990.0,1.0,180.0,32.2,3.0,3.0,6.0,4255.0,20.0,1735.0,2014.0,0.0
5900,3.0,0.0,105023.0,1.0,198.0,29.9,100644.0,1.0,198.0,20.4,3.0,8.0,16.0,2445.0,4.0,4470.0,2017.0,1.0
172794,3.0,0.0,104607.0,1.0,196.0,31.4,104755.0,1.0,185.0,30.6,3.0,5.0,13.0,2790.0,19.0,1875.0,2017.0,0.0
138647,3.0,4.0,133430.0,0.0,185.0,19.9,103819.0,1.0,185.0,37.6,3.0,9.0,23.0,1550.0,5.0,4600.0,2019.0,1.0
9568,1.0,4.0,104542.0,1.0,188.0,28.0,104527.0,1.0,183.0,28.1,3.0,3.0,8.0,3875.0,15.0,2165.0,2013.0,1.0
72409,3.0,0.0,105223.0,1.0,198.0,29.4,106233.0,1.0,185.0,24.4,3.0,3.0,9.0,2745.0,6.0,3810.0,2018.0,0.0
