,surface,tourney_level,second_id,second_hand,second_ht,second_age,first_id,first_hand,first_ht,first_age,best_of,round,second_rank,second_rank_points,first_rank,first_rank_points,tourney_year,label
138702,3.0,0.0,111815.0,0.0,188.0,27.1,208029.0,1.0,185.0,19.4,3.0,3.0,14.0,2490.0,27.0,1461.0,2022.0,1.0
40649,3.0,4.0,104745.0,0.0,185.0,30.3,104678.0,1.0,193.0,30.6,3.0,6.0,5.0,4730.0,31.0,1340.0,2016.0,1.0
139633,1.0,4.0,105676.0,1.0,180.0,24.4,105208.0,1.0,190.0,26.6,3.0,7.0,21.0,1705.0,20.0,1730.0,2015.0,0.0
31682,1.0,0.0,104259.0,1.0,178.0,32.5,104745.0,0.0,185.0,29.8,3.0,9.0,27.0,1330.0,5.0,5595.0,2016.0,1.0
185513,3.0,0.0,105238.0,1.0,180.0,27.2,103970.0,1.0,175.0,33.8,3.0,5.0,32.0,1240.0,8.0,3915.0,2016.0,0.0
182863,1.0,3.0,105023.0,1.0,198.0,25.6,104468.0,1.0,183.0,28.4,5.0,6.0,20.0,1730.0,18.0,1895.0,2013.0,1.0
177689,3.0,4.0,103819.0,1.0,185.0,35.5,106058.0,1.0,185.0,24.4,3.0,9.0,10.0,3305.0,18.0,2060.0,2017.0,0.0
108923,1.0,3.0,104925.0,1.0,188.0,27.0,104542.0,1.0,188.0,29.1,5.0,5.0,2.0,11850.0,14.0,2315.0,2014.0,0.0
135185,2.0,3.0,106401.0,1.0,193.0,21.1,104918.0,1.0,190.0,29.1,5.0,5.0,18.0,1855.0,2.0,8915.0,2016.0,1.0
116664,1.0,3.0,104731.0,1.0,203.0,29.0,104755.0,1.0,185.0,28.9,5.0,6.0,17.0,1970.0,21.0,1625.0,2015.0,1.0
12363,3.0,4.0,104731.0,1.0,203.0,30.2,104918.0,1.0,190.0,29.2,3.0,5.0,24.0,1505.0,2.0,9065.0,2016.0,1.0
20096,3.0,4.0,126774.0,1.0,193.0,19.9,100644.0,1.0,198.0,21.2,3.0,3.0,27.0,1534.0,3.0,5665.0,2018.0,0.0
29861,3.0,3.0,104792.0,1.0,193.0,29.3,105683.0,1.0,196.0,25.0,5.0,3.0,25.0,1485.0,14.0,2270.0,2016.0,1.0
33463,1.0,4.0,105453.0,1.0,178.0,28.3,105777.0,1.0,188.0,26.9,3.0,6.0,24.0,1665.0,4.0,4870.0,2018.0,0.0
138424,1.0,4.0,105676.0,1.0,180.0,24.4,105453.0,1.0,178.0,25.3,3.0,6.0,21.0,1705.0,5.0,5280.0,2015.0,1.0
117584,1.0,0.0,104745.0,0.0,185.0,26.8,104597.0,1.0,183.0,27.6,3.0,2.0,5.0,5985.0,12.0,2450.0,2013.0,0.0
194749,3.0,3.0,104918.0,1.0,190.0,27.6,104925.0,1.0,188.0,27.6,5.0,2.0,6.0,4675.0,1.0,11405.0,2015.0,1.0
195426,3.0,4.0,104755.0,1.0,185.0,31.1,104745.0,0.0,185.0,31.1,3.0,6.0,29.0,1390.0,2.0,7555.0,2017.0,1.0
49100,3.0,4.0,105683.0,1.0,196.0,25.6,104545.0,1.0,206.0,31.3,3.0,6.0,6.0,4455.0,22.0,1610.0,2016.0,0.0
128191,3.0,4.0,104468.0,1.0,183.0,31.7,104918.0,1.0,190.0,29.4,3.0,9.0,32.0,1315.0,2.0,9845.0,2016.0,1.0
181259,1.0,3.0,103970.0,1.0,175.0,34.1,103852.0,0.0,188.0,34.6,5.0,6.0,11.0,2740.0,23.0,1550.0,2016.0,0.0
65785,3.0,0.0,103819.0,1.0,185.0,34.2,106058.0,1.0,185.0,23.0,3.0,9.0,3.0,7930.0,29.0,1360.0,2015.0,0.0
49641,3.0,4.0,104871.0,1.0,188.0,26.4,103852.0,0.0,188.0,31.8,3.0,6.0,30.0,1281.0,27.0,1355.0,2013.0,1.0
33317,1.0,0.0,105932.0,1.0,185.0,27.2,200000.0,1.0,193.0,18.7,3.0,9.0,18.0,1925.0,28.0,1344.0,2019.0,1.0
153993,3.0,4.0,105583.0,1.0,180.0,30.1,105807.0,1.0,188.0,29.1,3.0,7.0,23.0,1695.0,25.0,1500.0,2020.0,1.0
186069,1.0,4.0,105138.0,1.0,183.0,26.9,104607.0,1.0,196.0,29.5,3.0,5.0,16.0,1940.0,8.0,4510.0,2015.0,1.0
53132,3.0,3.0,103819.0,1.0,185.0,34.0,104925.0,1.0,188.0,28.2,5.0,2.0,2.0,9065.0,1.0,14865.0,2015.0,1.0
161075,3.0,4.0,105138.0,1.0,183.0,34.5,126205.0,1.0,185.0,25.4,3.0,7.0,20.0,1940.0,31.0,1330.0,2022.0,1.0
177377,3.0,4.0,106401.0,1.0,193.0,21.8,100644.0,1.0,198.0,19.9,3.0,3.0,16.0,2425.0,20.0,1850.0,2017.0,0.0
185712,3.0,4.0,104925.0,1.0,188.0,28.2,105676.0,1.0,180.0,24.6,3.0,5.0,1.0,14265.0,14.0,2090.0,2015.0,0.0
59347,3.0,0.0,100644.0,1.0,198.0,21.4,104545.0,1.0,206.0,33.3,3.0,8.0,5.0,4890.0,10.0,3470.0,2018.0,0.0
48682,3.0,4.0,105223.0,1.0,198.0,30.0,106432.0,1.0,188.0,21.8,3.0,5.0,4.0,6130.0,19.0,1815.0,2018.0,1.0
124047,3.0,4.0,104527.0,1.0,183.0,28.9,104731.0,1.0,203.0,27.7,3.0,5.0,3.0,5650.0,18.0,1940.0,2014.0,1.0
52517,3.0,4.0,103819.0,1.0,185.0,34.2,104545.0,1.0,206.0,30.5,3.0,5.0,2.0,8250.0,13.0,2360.0,2015.0,1.0
138329,3.0,4.0,100644.0,1.0,198.0,22.4,103819.0,1.0,185.0,38.1,3.0,3.0,6.0,4185.0,3.0,7130.0,2019.0,0.0
3980,1.0,4.0,105227.0,1.0,198.0,28.6,104545.0,1.0,206.0,32.0,3.0,3.0,8.0,3735.0,24.0,1705.0,2017.0,1.0
166706,1.0,4.0,104527.0,1.0,183.0,31.0,104259.0,1.0,178.0,32.4,3.0,6.0,4.0,6370.0,28.0,1330.0,2016.0,0.0
129577,1.0,4.0,104926.0,1.0,178.0,30.9,104745.0,0.0,185.0,31.9,3.0,3.0,21.0,1805.0,2.0,7950.0,2018.0,1.0
199884,2.0,0.0,128034.0,1.0,196.0,25.3,200000.0,1.0,193.0,21.8,3.0,3.0,12.0,3258.0,9.0,3895.0,2022.0,0.0
193754,1.0,4.0,103990.0,1.0,180.0,32.0,104259.0,1.0,178.0,30.5,3.0,6.0,18.0,1855.0,29.0,1280.0,2014.0,1.0
89551,3.0,4.0,104925.0,1.0,188.0,27.7,104918.0,1.0,190.0,27.8,3.0,9.0,1.0,13205.0,4.0,5425.0,2015.0,0.0
90566,1.0,0.0,105332.0,1.0,196.0,31.3,134770.0,1.0,183.0,21.7,3.0,6.0,25.0,1738.0,30.0,1604.0,2020.0,1.0
55892,2.0,0.0,105227.0,1.0,198.0,26.7,104678.0,1.0,193.0,29.3,3.0,5.0,9.0,3540.0,25.0,1354.0,2015.0,1.0
64392,3.0,4.0,105453.0,1.0,178.0,27.1,104180.0,0.0,193.0,33.8,3.0,6.0,5.0,4730.0,28.0,1370.0,2017.0,0.0
97204,3.0,4.0,105676.0,1.0,180.0,23.8,104586.0,1.0,196.0,29.2,3.0,7.0,22.0,1566.0,29.0,1245.0,2014.0,0.0
17577,1.0,1.0,104468.0,1.0,183.0,28.2,104338.0,1.0,185.0,29.0,5.0,8.0,13.0,2390.0,19.0,1835.0,2013.0,1.0
174274,3.0,4.0,126774.0,1.0,193.0,22.9,111575.0,1.0,198.0,25.2,3.0,5.0,3.0,8115.0,29.0,1920.0,2021.0,0.0
112335,3.0,3.0,106058.0,1.0,185.0,24.3,104542.0,1.0,188.0,31.7,5.0,6.0,20.0,1810.0,12.0,2505.0,2017.0,1.0
11295,3.0,0.0,104545.0,1.0,206.0,29.4,103990.0,1.0,180.0,32.4,3.0,5.0,15.0,1925.0,21.0,1750.0,2014.0,0.0
187603,3.0,4.0,104386.0,1.0,180.0,28.7,104468.0,1.0,183.0,28.2,3.0,5.0,9.0,3090.0,13.0,2300.0,2013.0,1.0
109695,3.0,4.0,104607.0,1.0,196.0,31.5,104180.0,0.0,193.0,33.8,3.0,6.0,14.0,2790.0,29.0,1390.0,2017.0,0.0
98726,3.0,1.0,104259.0,1.0,178.0,31.3,104792.0,1.0,193.0,28.4,5.0,8.0,28.0,1325.0,19.0,1740.0,2015.0,1.0
153077,2.0,3.0,200175.0,1.0,183.0,22.8,104925.0,1.0,188.0,35.0,5.0,6.0,30.0,1306.0,3.0,6770.0,2022.0,1.0
36655,3.0,4.0,104545.0,1.0,206.0,30.5,103819.0,1.0,185.0,34.2,3.0,5.0,13.0,2360.0,2.0,8250.0,2015.0,0.0
39858,3.0,4.0,105023.0,1.0,198.0,26.0,103163.0,1.0,188.0,35.5,3.0,7.0,31.0,1265.0,12.0,2355.0,2013.0,1.0
30670,3.0,2.0,126610.0,1.0,196.0,23.5,106233.0,1.0,185.0,26.1,3.0,8.0,8.0,2670.0,5.0,5025.0,2019.0,0.0
48196,1.0,0.0,105208.0,1.0,190.0,25.6,105453.0,1.0,178.0,24.3,3.0,9.0,23.0,1655.0,17.0,1985.0,2014.0,1.0
117865,3.0,0.0,111575.0,1.0,198.0,25.7,104925.0,1.0,188.0,34.7,3.0,5.0,26.0,1770.0,1.0,8875.0,2022.0,1.0
21458,2.0,0.0,104259.0,1.0,178.0,32.6,106233.0,1.0,185.0,22.7,3.0,3.0,25.0,1555.0,7.0,3175.0,2016.0,1.0
162464,3.0,1.0,105668.0,1.0,203.0,23.3,105227.0,1.0,198.0,25.5,5.0,8.0,21.0,1715.0,26.0,1330.0,2014.0,1.0
16255,3.0,4.0,106378.0,1.0,188.0,23.5,133430.0,0.0,185.0,19.3,3.0,6.0,16.0,1950.0,32.0,1305.0,2018.0,1.0
92995,3.0,4.0,103819.0,1.0,185.0,35.6,105138.0,1.0,183.0,28.9,3.0,5.0,6.0,4305.0,18.0,2190.0,2017.0,0.0
12572,3.0,4.0,206173.0,1.0,188.0,20.0,104545.0,1.0,206.0,36.3,3.0,6.0,15.0,2745.0,26.0,2238.0,2021.0,1.0
186352,3.0,0.0,106234.0,1.0,185.0,28.0,105777.0,1.0,188.0,30.3,3.0,3.0,24.0,2072.0,29.0,1801.0,2021.0,1.0
90333,3.0,0.0,104607.0,1.0,196.0,28.0,104468.0,1.0,183.0,28.7,3.0,9.0,6.0,4460.0,14.0,2155.0,2013.0,0.0
85148,1.0,4.0,104745.0,0.0,185.0,35.9,133430.0,0.0,185.0,23.0,3.0,5.0,4.0,6435.0,16.0,2671.0,2022.0,1.0
139409,1.0,3.0,134770.0,1.0,183.0,23.4,105227.0,1.0,198.0,33.6,5.0,9.0,8.0,3940.0,23.0,1695.0,2022.0,0.0
65540,3.0,2.0,104527.0,1.0,183.0,30.6,103970.0,1.0,175.0,33.6,3.0,8.0,4.0,6500.0,7.0,4305.0,2015.0,0.0
159696,1.0,4.0,104755.0,1.0,185.0,26.9,105777.0,1.0,188.0,21.9,3.0,6.0,9.0,3180.0,26.0,1342.0,2013.0,0.0
161305,1.0,4.0,104925.0,1.0,188.0,30.9,105453.0,1.0,178.0,28.3,3.0,3.0,18.0,1905.0,24.0,1665.0,2018.0,0.0
100596,2.0,3.0,105453.0,1.0,178.0,29.5,103819.0,1.0,185.0,37.8,5.0,3.0,7.0,4040.0,3.0,6620.0,2019.0,1.0
42772,3.0,3.0,103819.0,1.0,185.0,32.0,103990.0,1.0,180.0,31.3,5.0,5.0,7.0,4695.0,22.0,1620.0,2013.0,1.0
164865,3.0,4.0,103898.0,1.0,185.0,32.7,103819.0,1.0,185.0,33.1,3.0,3.0,30.0,1205.0,3.0,8170.0,2014.0,1.0
29933,2.0,3.0,104607.0,1.0,196.0,31.7,104925.0,1.0,188.0,30.1,5.0,3.0,15.0,2570.0,4.0,6055.0,2017.0,0.0
104429,3.0,0.0,105777.0,1.0,188.0,26.7,105676.0,1.0,180.0,27.1,3.0,9.0,5.0,4425.0,7.0,3400.0,2018.0,0.0
71721,1.0,0.0,103990.0,1.0,180.0,31.9,105227.0,1.0,198.0,25.5,3.0,5.0,18.0,1980.0,27.0,1330.0,2014.0,1.0
137745,1.0,3.0,104925.0,1.0,188.0,29.0,104918.0,1.0,190.0,29.0,5.0,2.0,1.0,16150.0,2.0,8435.0,2016.0,0.0
129611,3.0,3.0,104925.0,1.0,188.0,25.6,104527.0,1.0,183.0,27.8,5.0,5.0,1.0,12920.0,17.0,1900.0,2013.0,0.0
58579,3.0,0.0,104755.0,1.0,185.0,32.2,106401.0,1.0,193.0,23.4,3.0,5.0,25.0,1580.0,27.0,1425.0,2018.0,0.0
176918,3.0,3.0,106233.0,1.0,185.0,27.4,105777.0,1.0,188.0,29.7,5.0,5.0,3.0,9125.0,21.0,2260.0,2021.0,1.0
159473,3.0,3.0,106401.0,1.0,193.0,20.7,104607.0,1.0,196.0,30.3,5.0,6.0,30.0,1260.0,6.0,4560.0,2016.0,1.0
96972,3.0,3.0,104468.0,1.0,183.0,30.0,103970.0,1.0,175.0,32.7,5.0,6.0,20.0,1730.0,10.0,4145.0,2015.0,1.0
57347,3.0,0.0,106378.0,1.0,188.0,23.7,104755.0,1.0,185.0,32.3,3.0,9.0,15.0,2125.0,28.0,1535.0,2018.0,0.0
45765,3.0,0.0,105676.0,1.0,180.0,26.1,105138.0,1.0,183.0,28.8,3.0,9.0,11.0,2930.0,16.0,2190.0,2017.0,0.0
18839,3.0,4.0,106432.0,1.0,188.0,21.7,106401.0,1.0,193.0,23.2,3.0,6.0,21.0,1745.0,18.0,1855.0,2018.0,1.0
187528,2.0,3.0,104731.0,1.0,203.0,32.1,104259.0,1.0,178.0,34.7,5.0,6.0,8.0,3635.0,27.0,1575.0,2018.0,0.0
189232,3.0,4.0,106401.0,1.0,193.0,22.8,100644.0,1.0,198.0,20.9,3.0,5.0,20.0,1945.0,5.0,4505.0,2018.0,1.0
49582,3.0,2.0,103819.0,1.0,185.0,37.2,100644.0,1.0,198.0,21.5,3.0,9.0,3.0,6020.0,5.0,5085.0,2018.0,1.0
106694,3.0,3.0,104918.0,1.0,190.0,28.6,104925.0,1.0,188.0,28.6,5.0,2.0,2.0,8945.0,1.0,16790.0,2016.0,1.0
111191,3.0,0.0,103819.0,1.0,185.0,34.4,106233.0,1.0,185.0,22.3,3.0,9.0,3.0,8265.0,20.0,1600.0,2016.0,0.0
133023,1.0,0.0,105807.0,1.0,188.0,29.7,104745.0,0.0,185.0,34.8,3.0,9.0,13.0,2880.0,3.0,9490.0,2021.0,1.0
186797,2.0,3.0,106071.0,1.0,193.0,23.6,106298.0,1.0,185.0,22.3,5.0,5.0,19.0,1760.0,30.0,1311.0,2016.0,1.0
86361,3.0,4.0,103852.0,0.0,188.0,33.1,104607.0,1.0,196.0,29.1,3.0,5.0,14.0,2085.0,5.0,4485.0,2014.0,1.0
172105,3.0,4.0,105932.0,1.0,185.0,26.6,104731.0,1.0,203.0,32.4,3.0,6.0,22.0,1767.0,6.0,4230.0,2018.0,1.0
70431,2.0,3.0,103819.0,1.0,185.0,34.8,105227.0,1.0,198.0,27.7,5.0,3.0,3.0,6425.0,13.0,2695.0,2016.0,0.0
143171,3.0,4.0,105583.0,1.0,180.0,29.0,105932.0,1.0,185.0,27.4,3.0,7.0,28.0,1456.0,17.0,1975.0,2019.0,1.0
138291,2.0,3.0,105683.0,1.0,196.0,25.5,106058.0,1.0,185.0,23.7,5.0,6.0,7.0,3175.0,26.0,1415.0,2016.0,0.0
10049,1.0,3.0,126774.0,1.0,193.0,22.8,105807.0,1.0,188.0,29.8,5.0,5.0,5.0,7500.0,12.0,3085.0,2021.0,0.0
114891,1.0,4.0,104925.0,1.0,188.0,29.9,100644.0,1.0,198.0,20.0,3.0,2.0,2.0,6845.0,17.0,2300.0,2017.0,1.0
181878,1.0,4.0,128034.0,1.0,196.0,25.2,104925.0,1.0,188.0,34.9,3.0,3.0,14.0,3008.0,1.0,8400.0,2022.0,1.0
15646,1.0,0.0,104259.0,1.0,178.0,32.5,104926.0,1.0,178.0,28.9,3.0,9.0,27.0,1420.0,30.0,1240.0,2016.0,0.0
58209,3.0,1.0,200000.0,1.0,193.0,22.0,207989.0,1.0,185.0,19.3,3.0,8.0,13.0,2950.0,1.0,6740.0,2022.0,0.0
57010,3.0,3.0,105676.0,1.0,180.0,26.1,103333.0,1.0,208.0,37.8,5.0,6.0,11.0,2750.0,21.0,1795.0,2017.0,0.0
77212,1.0,4.0,103970.0,1.0,175.0,33.1,104198.0,1.0,188.0,31.9,3.0,5.0,8.0,4310.0,28.0,1290.0,2015.0,0.0
170360,3.0,3.0,133430.0,0.0,185.0,19.7,104925.0,1.0,188.0,31.6,5.0,6.0,27.0,1440.0,1.0,9135.0,2019.0,1.0
141127,3.0,4.0,111575.0,1.0,198.0,22.2,105227.0,1.0,198.0,29.8,3.0,5.0,27.0,1525.0,7.0,4085.0,2018.0,1.0
155564,1.0,4.0,106233.0,1.0,185.0,23.6,104655.0,1.0,180.0,31.3,3.0,6.0,7.0,4035.0,23.0,1840.0,2017.0,0.0
179365,3.0,0.0,104259.0,1.0,178.0,30.9,103970.0,1.0,175.0,32.5,3.0,9.0,23.0,1460.0,5.0,4585.0,2014.0,1.0
32006,3.0,2.0,104918.0,1.0,190.0,29.5,104925.0,1.0,188.0,29.4,3.0,2.0,1.0,11185.0,2.0,10780.0,2016.0,0.0
7071,3.0,0.0,104755.0,1.0,185.0,29.3,104871.0,1.0,188.0,28.6,3.0,3.0,12.0,2490.0,29.0,1390.0,2015.0,0.0
6053,3.0,0.0,104925.0,1.0,188.0,32.3,106298.0,1.0,185.0,25.5,3.0,3.0,1.0,9865.0,24.0,1520.0,2019.0,0.0
62796,3.0,0.0,105023.0,1.0,198.0,25.3,105683.0,1.0,196.0,22.1,3.0,9.0,20.0,1695.0,13.0,2305.0,2013.0,1.0
115104,3.0,0.0,106421.0,1.0,198.0,26.6,105138.0,1.0,183.0,34.4,3.0,3.0,4.0,5065.0,21.0,1760.0,2022.0,0.0
188232,3.0,4.0,105676.0,1.0,180.0,26.2,106401.0,1.0,193.0,21.8,3.0,5.0,12.0,2975.0,16.0,2425.0,2017.0,1.0
39724,3.0,4.0,104745.0,0.0,185.0,29.3,105683.0,1.0,196.0,24.7,3.0,5.0,7.0,4060.0,9.0,2770.0,2015.0,0.0
82794,3.0,0.0,105777.0,1.0,188.0,28.7,200000.0,1.0,193.0,19.5,3.0,5.0,22.0,1637.0,21.0,1666.0,2020.0,1.0
7249,3.0,4.0,104678.0,1.0,193.0,30.1,105676.0,1.0,180.0,25.2,3.0,6.0,21.0,1580.0,15.0,2290.0,2016.0,1.0
45236,1.0,0.0,104545.0,1.0,206.0,27.9,104338.0,1.0,185.0,29.0,3.0,9.0,23.0,1500.0,18.0,1900.0,2013.0,0.0
74296,3.0,0.0,104269.0,0.0,188.0,31.2,103819.0,1.0,185.0,33.5,3.0,5.0,31.0,1225.0,2.0,9205.0,2015.0,1.0
1352,3.0,4.0,126203.0,1.0,193.0,24.0,132283.0,1.0,191.0,26.4,3.0,7.0,26.0,1890.0,27.0,1860.0,2021.0,0.0
183834,3.0,3.0,133430.0,0.0,185.0,22.7,124187.0,1.0,211.0,24.3,5.0,6.0,14.0,2593.0,29.0,1776.0,2022.0,0.0
148930,1.0,0.0,104745.0,0.0,185.0,31.8,105676.0,1.0,180.0,27.3,3.0,9.0,1.0,8770.0,10.0,2930.0,2018.0,0.0
135822,3.0,0.0,200000.0,1.0,193.0,20.1,106043.0,1.0,170.0,28.1,3.0,9.0,22.0,2126.0,9.0,3180.0,2020.0,1.0
80832,3.0,0.0,126207.0,1.0,188.0,24.6,126774.0,1.0,193.0,24.1,3.0,8.0,19.0,1940.0,6.0,4810.0,2022.0,0.0
60994,1.0,4.0,206173.0,1.0,188.0,19.7,104745.0,0.0,185.0,34.9,3.0,6.0,18.0,2545.0,3.0,9630.0,2021.0,1.0
197520,3.0,3.0,105683.0,1.0,196.0,25.0,104792.0,1.0,193.0,29.3,5.0,3.0,14.0,2270.0,25.0,1485.0,2016.0,0.0
13333,3.0,1.0,104925.0,1.0,188.0,25.8,105023.0,1.0,198.0,25.4,5.0,8.0,1.0,12370.0,20.0,1825.0,2013.0,0.0
183416,3.0,0.0,105223.0,1.0,198.0,29.0,105138.0,1.0,183.0,29.5,3.0,3.0,19.0,2225.0,21.0,1935.0,2017.0,0.0
5693,3.0,3.0,106432.0,1.0,188.0,23.7,100644.0,1.0,198.0,23.3,5.0,3.0,32.0,1355.0,7.0,3630.0,2020.0,1.0
30147,1.0,4.0,104925.0,1.0,188.0,28.9,104745.0,0.0,185.0,29.9,3.0,3.0,1.0,16550.0,5.0,5675.0,2016.0,0.0
70330,3.0,0.0,126774.0,1.0,193.0,22.4,200282.0,1.0,183.0,21.9,3.0,8.0,6.0,5940.0,23.0,2065.0,2021.0,0.0
160382,3.0,4.0,103819.0,1.0,185.0,33.1,103898.0,1.0,185.0,32.7,3.0,3.0,3.0,8170.0,30.0,1205.0,2014.0,0.0
76314,3.0,4.0,104542.0,1.0,188.0,31.5,105453.0,1.0,178.0,26.8,3.0,5.0,13.0,2460.0,4.0,4905.0,2016.0,0.0
163864,3.0,0.0,104545.0,1.0,206.0,27.7,103163.0,1.0,188.0,34.8,3.0,9.0,16.0,2125.0,22.0,1685.0,2013.0,1.0
14625,3.0,0.0,104745.0,0.0,185.0,29.3,104925.0,1.0,188.0,28.3,3.0,2.0,8.0,3770.0,1.0,15645.0,2015.0,1.0
97666,3.0,0.0,106043.0,1.0,170.0,28.4,106421.0,1.0,198.0,24.9,3.0,8.0,9.0,3455.0,4.0,8470.0,2021.0,1.0
163699,3.0,0.0,111575.0,1.0,198.0,26.3,104925.0,1.0,188.0,35.3,3.0,3.0,18.0,1990.0,7.0,3820.0,2022.0,1.0
94349,3.0,4.0,104545.0,1.0,206.0,29.8,104731.0,1.0,203.0,28.8,3.0,6.0,20.0,1720.0,17.0,2005.0,2015.0,0.0
32565,1.0,3.0,104655.0,1.0,180.0,30.3,104607.0,1.0,196.0,30.6,5.0,6.0,27.0,1450.0,8.0,2850.0,2016.0,1.0
90812,1.0,3.0,111575.0,1.0,198.0,24.3,106426.0,1.0,185.0,24.3,5.0,6.0,16.0,2200.0,19.0,2090.0,2020.0,0.0
49542,1.0,4.0,104607.0,1.0,196.0,27.6,104527.0,1.0,183.0,28.1,3.0,9.0,6.0,4760.0,15.0,2165.0,2013.0,1.0
6870,2.0,3.0,104918.0,1.0,190.0,28.1,104312.0,1.0,190.0,31.3,5.0,6.0,3.0,7450.0,27.0,1280.0,2015.0,0.0
131042,3.0,4.0,104918.0,1.0,190.0,29.4,105683.0,1.0,196.0,25.8,3.0,9.0,2.0,10985.0,5.0,4690.0,2016.0,0.0
168527,3.0,0.0,106233.0,1.0,185.0,27.4,105332.0,1.0,196.0,31.7,3.0,8.0,3.0,9125.0,28.0,1738.0,2021.0,0.0
162047,3.0,4.0,105332.0,1.0,196.0,24.4,104468.0,1.0,183.0,28.7,3.0,7.0,27.0,1380.0,14.0,2095.0,2013.0,0.0
27655,3.0,4.0,105676.0,1.0,180.0,24.6,104925.0,1.0,188.0,28.2,3.0,5.0,14.0,2090.0,1.0,14265.0,2015.0,1.0
16330,1.0,4.0,103819.0,1.0,185.0,33.7,104607.0,1.0,196.0,29.6,3.0,3.0,2.0,8645.0,5.0,5140.0,2015.0,0.0
154928,2.0,0.0,103819.0,1.0,185.0,33.8,103333.0,1.0,208.0,36.2,3.0,9.0,2.0,9165.0,27.0,1250.0,2015.0,0.0
10941,3.0,2.0,126094.0,1.0,188.0,24.0,104925.0,1.0,188.0,34.4,3.0,8.0,5.0,4950.0,1.0,10940.0,2021.0,1.0
82066,3.0,4.0,104918.0,1.0,190.0,27.2,103819.0,1.0,185.0,33.0,3.0,3.0,9.0,3150.0,3.0,6670.0,2014.0,1.0
202420,2.0,0.0,103898.0,1.0,185.0,31.4,104731.0,1.0,203.0,27.0,3.0,6.0,32.0,1200.0,23.0,1510.0,2013.0,0.0
161995,3.0,3.0,104542.0,1.0,188.0,31.7,106058.0,1.0,185.0,24.3,5.0,6.0,12.0,2505.0,20.0,1810.0,2017.0,0.0
44135,3.0,4.0,105227.0,1.0,198.0,25.4,103990.0,1.0,180.0,31.8,3.0,6.0,26.0,1455.0,17.0,2005.0,2014.0,0.0
152304,1.0,3.0,105807.0,1.0,188.0,25.8,105777.0,1.0,188.0,26.0,5.0,6.0,21.0,2045.0,13.0,2900.0,2017.0,0.0
109285,3.0,0.0,103970.0,1.0,175.0,34.5,104918.0,1.0,190.0,29.4,3.0,9.0,19.0,2000.0,2.0,10485.0,2016.0,1.0
38871,1.0,3.0,104468.0,1.0,183.0,29.4,105683.0,1.0,196.0,23.4,5.0,6.0,30.0,1225.0,9.0,2975.0,2014.0,1.0
124962,3.0,4.0,104542.0,1.0,188.0,30.4,104925.0,1.0,188.0,28.3,3.0,2.0,15.0,1990.0,1.0,15785.0,2015.0,1.0
133138,3.0,3.0,105807.0,1.0,188.0,27.5,104926.0,1.0,178.0,31.6,5.0,6.0,23.0,1705.0,13.0,2315.0,2019.0,0.0
49315,1.0,4.0,105453.0,1.0,178.0,24.3,104745.0,0.0,185.0,27.9,3.0,2.0,12.0,2440.0,1.0,12900.0,2014.0,1.0
94824,3.0,0.0,104597.0,1.0,183.0,28.1,103970.0,1.0,175.0,31.5,3.0,9.0,13.0,2200.0,3.0,6800.0,2013.0,1.0
91273,1.0,4.0,104252.0,1.0,190.0,29.5,104918.0,1.0,190.0,25.9,3.0,6.0,26.0,1305.0,3.0,8570.0,2013.0,1.0
122225,1.0,4.0,104468.0,1.0,183.0,32.3,104792.0,1.0,193.0,30.6,3.0,7.0,32.0,1165.0,16.0,2365.0,2017.0,0.0
95860,3.0,4.0,104527.0,1.0,183.0,29.3,105227.0,1.0,198.0,25.8,3.0,5.0,4.0,5850.0,19.0,1755.0,2014.0,0.0
165496,3.0,0.0,103819.0,1.0,185.0,38.2,126774.0,1.0,193.0,21.1,3.0,9.0,3.0,6950.0,7.0,3740.0,2019.0,0.0
114900,3.0,4.0,106065.0,1.0,185.0,26.4,105676.0,1.0,180.0,28.2,3.0,6.0,16.0,2021.0,20.0,1685.0,2019.0,1.0
49441,1.0,4.0,104925.0,1.0,188.0,31.9,105227.0,1.0,198.0,30.6,3.0,3.0,1.0,11160.0,11.0,2845.0,2019.0,0.0
10035,3.0,0.0,103970.0,1.0,175.0,31.5,105777.0,1.0,188.0,22.4,3.0,2.0,3.0,6800.0,28.0,1340.0,2013.0,1.0
127830,3.0,4.0,105238.0,1.0,180.0,25.3,103819.0,1.0,185.0,32.5,3.0,9.0,31.0,1205.0,8.0,4625.0,2014.0,1.0
134374,2.0,0.0,104545.0,1.0,206.0,30.1,103852.0,0.0,188.0,33.7,3.0,5.0,18.0,1845.0,14.0,2140.0,2015.0,0.0
112305,1.0,0.0,104745.0,0.0,185.0,34.8,105807.0,1.0,188.0,29.7,3.0,9.0,3.0,9490.0,13.0,2880.0,2021.0,0.0
186224,3.0,0.0,106298.0,1.0,185.0,25.5,104925.0,1.0,188.0,32.3,3.0,3.0,24.0,1520.0,1.0,9865.0,2019.0,1.0
117532,3.0,0.0,126774.0,1.0,193.0,23.5,111815.0,0.0,188.0,26.4,3.0,9.0,4.0,6565.0,12.0,3070.0,2022.0,1.0
132878,3.0,0.0,104918.0,1.0,190.0,29.4,104545.0,1.0,206.0,31.4,3.0,3.0,2.0,10485.0,27.0,1385.0,2016.0,0.0
